SMILES,Molecule Name,LogD
N#Cc1ccc(CN2CCN(C(=O)c3n[nH]c4cc(F)ccc34)CC2)cc1,E-0012778,3.0
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0012780,3.2
O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0012781,3.7
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)nc4)CC3)n[nH]c2c1,E-0012782,3.3
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)ccc3c2c1,E-0012783,2.8
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0012784,1.8
O=c1c2[nH]c3c(C(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,E-0012785,2.7
O=c1c2[nH]c3cc(C(F)(F)F)ccc3c2ccn1CCCN1CCCCC1,E-0012786,3.0
O=c1c2[nH]c3cccc(C(F)(F)F)c3c2ccn1CCCN1CCCCC1,E-0012787,3.0
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)ccc3c2c1,E-0012788,2.4
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(F)c3c2c1,E-0012789,2.3
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(F)c3c2c1,E-0012790,3.2
COc1cccc(Nc2cc(C)nc3ccc(-c4ncc[nH]4)cc23)c1,E-0012791,3.6
CN1CCC(c2ccc3[nH]nc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)c3c2)CC1,E-0012792,3.1
O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,E-0012793,4.3
O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CN(c1ccc(Cl)cc1)C2,E-0012794,4.4
O=C(c1n[nH]c2ccccc12)N1C2CCC1CN(Cc1ccc(Cl)cc1)C2,E-0012795,4.8
Nc1cc2c(cc1-n1cc(OCCN3CCCCC3)cn1)NC(=O)CC2,E-0012796,0.5
Fc1cccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012798,4.4
Fc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012799,3.7
Fc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,E-0012800,3.5
CS(=O)(=O)Nc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012801,3.0
CS(=O)(=O)Nc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012802,2.7
CS(=O)(=O)Nc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,E-0012803,2.5
Fc1cccc(-c2ccnc(Nc3ccc(CN4CC(F)C4)cc3)n2)c1,E-0012804,3.9
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,E-0012805,4.0
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,E-0012807,3.9
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC4)cc3)n2)c1,E-0012808,2.5
COC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,E-0012809,3.5
COCC1CN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C1,E-0012810,3.0
Fc1ccccc1-c1ccnc(Nc2ccc(CN3CCOCC3)cc2)n1,E-0012811,3.7
Fc1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,E-0012812,3.7
COc1cccc(Nc2cc(C)nc3ccc(C(N)=O)cc23)c1,E-0012814,2.5
CNC(=O)c1ccc2nc(C)cc(Nc3cccc(OC)c3)c2c1,E-0012815,2.9
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cn4)CC3)n[nH]c2c1,E-0012816,3.3
COc1cccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0012819,2.0
O=c1c2[nH]c3c(OC(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,E-0012820,3.0
O=c1c2[nH]c3ccc(OC(F)(F)F)cc3c2ccn1CCCN1CCCCC1,E-0012822,3.4
O=c1c2[nH]c3ccc(Cl)cc3c2ccn1CCCN1CCCCC1,E-0012823,2.9
O=c1c2[nH]c3ccc(C(F)(F)F)cc3c2ccn1CCCN1CCCCC1,E-0012825,3.2
COc1cccc(-c2cc(C(=O)NCCCN3CCCCC3)on2)c1,E-0012826,1.8
COc1cccc(-c2cc(C(=O)NCCN3CCCCC3)on2)c1,E-0012827,2.3
Cn1cc(C(=O)N2CCC(Nc3ccc(Cl)cc3)CC2)c2ccccc21,E-0012828,4.1
CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2cn(C)c3ccccc23)CC1,E-0012829,4.6
Cn1cc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,E-0012830,3.9
Nc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012831,2.2
O=C(c1n[nH]c2ccccc12)N1CC2CCC(C1)N2Cc1ccc(Cl)cc1,E-0012833,3.7
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CCC3)cc2)CC1,E-0012834,1.7
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(Cl)c3c2c1,E-0012836,2.9
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(Cl)c3c2c1,E-0012837,3.7
COC1CN(CC#CCN2CCN(C(=O)c3cn(C)c4ccccc34)CC2)C1,E-0012838,1.3
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)cnc3c2c1,E-0012839,2.2
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)cnc3c2c1,E-0012840,2.2
O=c1c2[nH]c3c(Cl)cccc3c2ccn1CCCN1CCCCC1,E-0012842,2.5
Nc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,E-0012844,1.6
Nc1ccc(OCCN2CCCCC2)cc1-c1cc2cnccc2cn1,E-0012845,1.1
Nc1cc2ccncc2cc1-n1ccc(OCCN2CCCCC2)n1,E-0012846,1.6
Nc1cc2c(cc1-n1ccc(OCCN3CCCCC3)n1)NC(=O)CC2,E-0012847,0.4
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,E-0012849,1.9
Fc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,E-0012850,3.6
CN1CCC(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012851,3.0
CN1CCN(c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012852,3.3
CN(C)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0012853,2.8
O=C(c1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1)N1CCOCC1,E-0012854,3.1
CN1CCC(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0012855,3.3
CN1CCC(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0012856,3.4
CN1CCN(c2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0012857,3.5
Fc1cc(-c2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc(N2CCOCC2)c1,E-0012858,2.5
CN1CCN(c2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0012859,3.9
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,E-0012860,3.3
Fc1cccc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)c1,E-0012861,2.3
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)F)cc2)CC1,E-0012862,4.0
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CCC3)cc2)CC1,E-0012863,1.2
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CC(F)C3)cc2)CC1,E-0012864,2.2
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)cnc3c2c1,E-0012865,1.8
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)cnc3c2c1,E-0012866,1.9
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCCN1CCCCC1,E-0012867,2.1
O=c1c2[nH]cc(-c3ccccc3)c2ncn1CCN1CCCCC1,E-0012868,3.1
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCCN1CCCCC1,E-0012869,1.2
O=c1c2[nH]cc(-c3cccnc3)c2ncn1CCN1CCCCC1,E-0012870,2.0
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)cnc3c2c1,E-0012871,3.2
NC(=O)Cc1cccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)c1,E-0012881,2.8
Fc1cc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0012882,2.5
Fc1cc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)cc(N2CCOCC2)c1,E-0012883,2.2
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012884,3.7
CN1CCN(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012885,3.9
Fc1cccc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)c1,E-0012886,2.6
Fc1cccc(-c2cccc(Nc3cccc(C4CCNCC4)c3)n2)c1,E-0012887,2.3
Fc1cccc(-c2cccc(Nc3cccc(N4CCNCC4)c3)n2)c1,E-0012888,3.0
CN1CCN(c2ccc(OC3CCN(C(=O)c4n[nH]c5ccccc45)CC3)cc2)CC1,E-0012889,2.4
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(CN3CC(F)C3)cc2)CC1,E-0012891,3.0
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012893,2.9
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)ccc3c2c1,E-0012894,2.2
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ccccc35)C4)cc2)C1,E-0012895,0.8
O=c1c2[nH]c3cccc(Cl)c3c2ccn1CCCN1CCCCC1,E-0012896,2.9
CN1CCC(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,E-0012897,3.8
CN1CCN(c2cccc(Nc3cccc(-c4cccc(F)c4)n3)c2)CC1,E-0012898,4.4
c1cc2ccc(-n3cc(OCCCN4CCCC4)cn3)cc2cn1,E-0012900,1.5
CN(C)Cc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0012901,3.2
Fc1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012902,3.6
c1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012903,3.2
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cn3)n2)c1,E-0012904,4.0
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)nc3)n2)c1,E-0012905,4.0
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(Cl)cc2)CC1,E-0012909,4.5
O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2n[nH]c3ccccc23)CC1,E-0012911,2.7
Cc1ccc2[nH]nc(C(=O)N3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012912,4.1
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4ncc(Cl)cn4)CC3)c2c1,E-0012913,3.3
COCC1CN(Cc2ccc(N3C4CC3CN(C(=O)c3cn(C)c5ncccc35)C4)cc2)C1,E-0012914,0.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cnc5ccccn45)CC3)cc2)C1,E-0012916,0.8
COCC1CN(Cc2ccc(N3CC4CC3CN4C(=O)c3cn(C)c4ccccc34)cc2)C1,E-0012917,1.4
CN1CCN(CCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0012919,2.0
COC1CCN(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0012920,2.5
CN1CCC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012921,3.9
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)c1,E-0012922,2.3
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,E-0012923,1.8
O=C(c1n[nH]c2ccccc12)N1CCC(N[C@@H](C2CC2)C(F)(F)F)CC1,E-0012924,2.8
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CC(F)C3)cc2)CC1,E-0012925,3.2
O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,E-0012926,3.9
O=C(c1n[nH]c2ccccc12)N1CC2CC(C1)N2Cc1ccc(Cl)cc1,E-0012927,3.7
O=C1CN(C(=O)c2n[nH]c3ccccc23)CCN1Cc1ccc(Cl)cc1,E-0012928,3.2
Cc1ccc2[nH]nc(C(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012929,3.2
Cc1ccc2[nH]nc(C(=O)N3CCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,E-0012930,3.8
Cc1ccc2[nH]nc(C(=O)N3CCCN(C(=O)c4ccc(Cl)cc4)CC3)c2c1,E-0012931,3.0
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C3CC3)cc2)CC1,E-0012932,4.7
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0012933,1.0
COCC1CN(Cc2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,E-0012934,1.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C(F)(F)F)cc45)CC3)cc2)C1,E-0012935,2.0
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(Cl)cc45)CC3)cc2)C1,E-0012936,1.7
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccnc45)CC3)cc2)C1,E-0012937,0.2
COCC1CN(Cc2ccc(-c3c(C(=O)N4C[C@@H](C)N[C@@H](C)C4)c4cccnc4n3C)cc2)C1,E-0012938,0.5
CN1CCC(c2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,E-0013497,3.4
CN(C)CCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0013498,3.3
O=C(c1n[nH]c2ccccc12)N1CC2CC1CN2Cc1ccc(Cl)cc1,E-0013499,3.9
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2Cc2cccc(Cl)c2)C1,E-0013500,3.7
O=C(c1n[nH]c2ccccc12)N1CCc2c(ncn2-c2ccc(Cl)cc2)C1,E-0013501,3.8
Cc1ccc2[nH]nc(C(=O)N3CCCN(Cc4ccc(Cl)cc4)C(=O)C3)c2c1,E-0013502,3.4
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(CO)cc2)CC1,E-0013503,2.3
CN(C)Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,E-0013504,1.6
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)F)cc2)CC1,E-0013505,3.6
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(F)cc45)CC3)cc2)C1,E-0013506,1.3
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(Cl)ccc45)CC3)cc2)C1,E-0013507,1.7
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,E-0013508,1.8
COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccc(F)cc45)CC3)cc2)C1,E-0013509,2.3
COCCCN[C@@H](C)COc1cnn(-c2ccc3ccncc3c2)c1,E-0013510,1.5
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0013511,1.8
NC(=O)Cc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,E-0013512,1.7
NC(=O)Cc1cncc(Nc2cccc(-c3cccnc3)n2)c1,E-0013513,1.8
Fc1cccc(-c2ccnc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,E-0013514,1.7
CC(=O)Nc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0013515,3.4
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1F,E-0013516,3.9
Fc1ccc(F)c(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0013517,3.7
Fc1cccc(-c2cccc(Nc3ccc(CC4CCNCC4)cc3)n2)c1,E-0013518,2.2
c1cc2ccc(-n3ccc(OCCN4CCCCC4)n3)cc2cn1,E-0013519,2.3
Cc1ccc2[nH]nc(C(=O)N3CCC(=O)N(Cc4ccc(Cl)cc4)CC3)c2c1,E-0013520,3.3
O=C(c1n[nH]cc1-c1cccnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013522,3.0
c1cc(CCNc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccn1,E-0013523,2.4
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(CO)c2)CC1,E-0013524,2.5
CN(C)Cc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,E-0013525,2.0
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccc(C(F)F)c2)CC1,E-0013526,3.6
O=C(c1n[nH]cc1-c1ccc(CO)cc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013527,3.1
CN(C)Cc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cc1,E-0013528,2.6
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0013529,3.5
COc1ccc2[nH]c3c(=O)n(C4(CCN5CCCCC5)CC4)cnc3c2c1,E-0013530,1.7
COCC1CN(Cc2ccc(N3C[C@@H]4CC[C@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013531,1.1
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(OC)cc45)CC3)cc2)C1,E-0013532,1.1
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccncc45)CC3)cc2)C1,E-0013533,0.2
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(OC)ccc45)CC3)cc2)C1,E-0013534,1.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncncc45)CC3)cc2)C1,E-0013535,-0.1
CO[C@@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013536,1.2
COC[C@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013537,2.0
CO[C@H]1CCN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013538,1.3
c1cc2ccc(-n3cc(OC4CCNCC4)cn3)cc2cn1,E-0013576,0.2
c1cc2ccc(-n3cc(OC4CNC4)cn3)cc2cn1,E-0013577,0.7
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc21,E-0013578,2.2
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013579,1.1
c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,E-0013580,1.9
c1cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)cc(C2CCNCC2)c1,E-0013581,1.5
c1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)c2)cc(N2CCOCC2)c1,E-0013582,1.5
c1cc(CN2CCOCC2)cc(Nc2cc(-c3cccc(N4CCOCC4)c3)ccn2)c1,E-0013583,3.7
CN(c1ccc(CN2CCOCC2)cc1)c1nccc(-c2cccc(F)c2)n1,E-0013584,4.0
O=C(c1n[nH]cc1-c1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013587,2.4
O=C(c1n[nH]cc1C1=CCCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013590,4.3
O=C(c1n[nH]cc1C1=CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013591,2.8
O=C(c1n[nH]cc1C1CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013592,3.5
O=C(c1n[nH]cc1C1=CCCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013593,4.1
COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H]3CN4C(=O)c3cn(C)c4ncccc34)cc2)C1,E-0013594,1.0
CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0013595,2.2
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013596,1.4
COC[C@@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013597,1.4
CCOc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,E-0013598,1.9
CCn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013599,1.7
CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2CC,E-0013600,2.6
COC[C@H]1CCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013601,1.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,E-0013602,1.4
COC[C@@H]1COCCN1Cc1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1,E-0013603,2.1
C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NCCCO,E-0013604,-0.7
CN1CCCCC1c1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0013605,4.0
CN1CCC(Cc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0013606,2.4
Fc1cccc(-c2ccnc(Nc3ccc(OC4CCNCC4)cc3)n2)c1,E-0013607,1.7
O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc2N1,E-0013608,2.4
c1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013609,1.6
c1cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc(C2CCNCC2)c1,E-0013610,1.2
c1cc(CN2CCOCC2)cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,E-0013611,3.5
Fc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1N1CCOCC1,E-0013612,3.7
Cn1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,E-0013613,1.8
COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,E-0013616,3.0
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,E-0013617,3.8
CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013618,4.2
CN1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013619,1.9
Cc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,E-0013620,2.9
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013621,3.4
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0013622,2.8
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,E-0013623,3.1
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cnccc45)CC3)cc2)C1,E-0013624,0.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccc(F)c45)CC3)cc2)C1,E-0013625,0.8
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cccnc45)CC3)cc2)C1,E-0013626,0.4
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C#N)cc45)CC3)cc2)C1,E-0013627,0.7
CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,E-0013628,2.6
COCC1CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,E-0013629,2.0
COc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,E-0013630,3.2
Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,E-0013631,3.2
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,E-0013632,3.1
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C)ccc45)CC3)cc2)C1,E-0013633,1.2
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)nc2cn1,E-0013634,2.1
NCCOc1cnn(-c2ccc3ccncc3c2)c1,E-0013636,0.5
Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0013637,2.0
CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,E-0013638,3.5
CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,E-0013639,3.7
c1cnc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,E-0013640,2.3
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,E-0013642,2.9
Cn1cc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,E-0013643,2.1
COCc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,E-0013644,3.1
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,E-0013645,3.8
O=C(c1n[nH]cc1C1CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013646,2.9
CN1CCC(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,E-0013647,1.5
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cnccc2Cl)CC1,E-0013648,3.1
O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013649,3.2
Cc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,E-0013650,3.4
O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013651,2.9
Cn1cnc2cc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)ccc21,E-0013652,2.6
Cn1cnc2cc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)ccc21,E-0013653,2.4
O=c1c2[nH]c3ccc(O)cc3c2ncn1CCCN1CCCCC1,E-0013654,0.9
Cn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,E-0013655,1.4
